ID,Punkt_ID_G4B,Erzeugen,Ändern,X-Koordinate,Y-Koordinate,Hoehe_Elips,available_Satelliten,Used_Satelliten,PDOP,Anz__Mitteln,Korrtyp
62,mp2-be-gr-23,2023.06.23 9:17:10,2023.06.23 9:17:23,2647720.009,1165734.016,1457.54,18,10,2.18,0,100.00% AutonomousGPS
63,glma5,2023.06.26 10:16:24,2023.06.26 10:17:02,2733102.691,1203190.753,1406.844,18,10,2.7,0,100.00% FloatRTK
64,glma5-true,2023.06.26 10:38:37,2023.06.26 10:38:53,2733101.551,1203212.325,1407.997,17,10,3.19,0,100.00% FloatRTK
65,glma7,2023.06.26 12:07:08,2023.06.26 12:07:26,2732741.433,1203620.491,1543.636,19,7,3.33,0,100.00% FloatRTK
66,glma4,2023.06.26 15:09:54,2023.06.26 15:10:37,2732713.73,1203024.573,1354.673,19,9,2.38,0,100.00% FloatRTK
67,p1-gr-tu-6,2023.07.03 9:03:14,2023.07.03 9:03:48,2702258.924,1171111.712,1537.67,26,10,2.1,0,100.00% AutonomousGPS
70,p1-gr-tu-5,2023.07.03 12:53:09,2023.07.03 12:53:38,2700906.715,1170715.93,1522.63,18,10,2,0,100.00% FloatRTK
71,p1-gr-tu-11,2023.07.03 14:43:44,2023.07.03 14:43:55,2700215.967,1170640.04,1614.26,19,7,3.4,0,100.00% FloatRTK
72,p1-gr-tu-3,2023.07.03 18:25:23,2023.07.03 18:25:33,2700130.761,1169820.836,1467.35,18,9,2.5,0,100.00% FloatRTK
73,p3-gr-tu-20,2023.07.04 8:57:46,2023.07.04 8:58:00,2699578.295,1169537.583,1576.06,18,12,1.2,0,100.00% AutonomousGPS
74,p1-gr-tu-12,2023.07.04 12:23:15,2023.07.04 12:23:28,2699198.501,1169567.052,1649.23,20,7,3.2,0,100.00% FloatRTK
75,p1-gr-tu-15,2023.07.04 14:26:18,2023.07.04 14:26:29,2698223.153,1169121.774,1888.53,18,7,2.4,0,100.00% FloatRTK
76,p1-gr-tu-13,2023.07.05 9:01:16,2023.07.05 9:01:32,2698329.568,1168880.983,1762.46,18,11,1.7,0,100.00% FloatRTK
77,p1-gr-tu-9,2023.07.05 11:32:11,2023.07.05 11:32:23,2698213.998,1168581.673,1600.68,20,10,2.8,0,100.00% FloatRTK
78,p1-gr-tu-10,2023.07.05 13:58:54,2023.07.05 13:59:10,2697909.966,1168379.944,1606.16,17,8,3.1,0,100.00% FloatRTK
79,p1-gr-tu-1,2023.07.05 16:29:11,2023.07.05 16:29:33,2702801.101,1170622.056,1430.93,18,11,2.3,0,100.00% FloatRTK
80,p1-gr-tu-14,2023.07.06 10:26:48,2023.07.06 10:27:17,2696406.697,1167856.828,1825.26,18,10,3.8,0,100.00% FloatRTK
81,mp2-be-gr-15,2023.07.17 10:43:25,2023.07.17 10:44:16,2648639.22,1165059.124,1346.1,19,6,3.2,0,100.00% FloatRTK
82,mp2-be-gr-4,2023.07.17 12:34:13,2023.07.17 12:34:23,2645320.252,1162899.675,1022.26,18,8,3.1,0,100.00% FloatRTK
83,mp3-be-gr-35,2023.07.17 13:35:34,2023.07.17 13:35:47,2645230.116,1162650.011,1112.87,17,5,3.7,0,100.00% FloatRTK
84,mp2-be-gr-9,2023.07.17 15:15:09,2023.07.17 15:15:22,2644798.147,1163246.589,1058.56,18,5,1.5,0,100.00% FloatRTK
85,mp3-be-gr-31,2023.07.17 16:09:18,2023.07.17 16:09:30,2644420.057,1163349.967,1047.25,18,7,2.5,0,100.00% FloatRTK
86,mp3-be-gr-32,2023.07.17 17:03:34,2023.07.17 17:03:44,2644119.82,1163330.224,1054.73,18,7,3.4,0,100.00% FloatRTK
87,mp3-be-gr-27,2023.07.17 18:06:34,2023.07.17 18:06:55,2644445.191,1163699.679,994.73,21,8,2.1,0,100.00% FloatRTK
88,mp2-be-gr-7,2023.07.17 18:49:55,2023.07.17 18:50:20,2644620.258,1164100.931,1040.51,19,9,3.6,0,100.00% FloatRTK
89,mp2-be-gr-21,2023.07.18 10:13:47,2023.07.18 10:14:19,2642269.531,1163239.496,1419.36,20,11,2.1,0,100.00% FloatRTK
90,mp2-be-gr-16,2023.07.18 11:36:21,2023.07.18 11:36:31,2642203.224,1163751.589,1415.17,16,11,1.9,0,100.00% FloatRTK
91,p2-be-gr-55,2023.07.18 13:22:59,2023.07.18 13:23:14,2644114.912,1165213.865,1263.37,17,9,2.1,0,100.00% FloatRTK
92,mp2-be-gr-17,2023.07.18 14:17:55,2023.07.18 14:18:30,2643680.412,1165589.95,1386.71,16,7,3.2,0,100.00% FloatRTK
93,mp3-be-gr-39,2023.07.18 15:50:56,2023.07.18 15:51:24,2643634.23,1165135.887,1210.26,17,9,2.6,0,100.00% FloatRTK
94,mmp3-be-gr-33,2023.07.19 9:16:24,2023.07.19 9:16:41,2646189.627,1164240.46,1188.24,21,9,3.2,0,100.00% DiffGPS
95,mp2-be-gr-26,2023.07.19 11:22:16,2023.07.19 11:23:19,2648080.035,1166759.636,1630.54,18,9,3,0,100.00% FloatRTK
96,1,2023.07.19 11:39:55,2023.07.19 11:40:05,2648080.045,1166763.028,1631.63,16,8,3.9,0,100.00% FloatRTK
97,2,2023.07.19 11:41:06,2023.07.19 11:41:16,2648076.684,1166759.729,1630.07,16,9,3.7,0,100.00% FloatRTK
98,3,2023.07.19 11:44:04,2023.07.19 11:44:13,2648080.246,1166756.595,1629.31,17,8,3.6,0,100.00% FloatRTK
99,4,2023.07.19 11:44:36,2023.07.19 11:44:40,2648083.599,1166759.718,1630.65,17,8,3.9,0,100.00% FloatRTK
100,mp3-be-gr-46,2023.07.19 13:31:07,2023.07.19 13:31:33,2648030.382,1166749.875,1629.4,19,7,3.6,0,100.00% FloatRTK
101,1,2023.07.19 13:43:47,2023.07.19 13:43:56,2648033.466,1166751.306,1629.98,18,5,NA,0,100.00% FloatRTK
102,2,2023.07.19 13:45:27,2023.07.19 13:45:38,2648029.088,1166753.336,1630.1,18,5,NA,0,100.00% FloatRTK
103,1-true,2023.07.19 13:46:21,2023.07.19 13:46:27,2648033.353,1166751.277,1630.42,18,8,3.2,0,100.00% FloatRTK
104,2-true,2023.07.19 13:46:44,2023.07.19 13:46:50,2648029.077,1166753.107,1630.36,18,8,3.1,0,100.00% FloatRTK
105,3,2023.07.19 13:47:14,2023.07.19 13:47:18,2648027.157,1166748.585,1628.95,18,8,3.1,0,100.00% FloatRTK
106,4,2023.07.19 13:47:47,2023.07.19 13:47:51,2648031.753,1166746.906,1628.74,18,8,3.1,0,100.00% FloatRTK
107,p3-be-gr-58,2023.07.19 15:02:52,2023.07.19 15:03:31,2647629.181,1166039.407,1540.75,17,7,2.2,0,100.00% FloatRTK
108,1,2023.07.19 15:18:16,2023.07.19 15:18:21,2647632.115,1166040.141,1542.42,18,5,3.7,0,100.00% FloatRTK
109,2,2023.07.19 15:19:19,2023.07.19 15:19:30,2647629.782,1166036.084,1541.22,18,5,3.8,0,100.00% FloatRTK
110,4,2023.07.19 15:28:11,2023.07.19 15:28:17,2647628.652,1166043.056,1540.31,20,6,4,0,100.00% FloatRTK
111,3,2023.07.19 15:38:41,2023.07.19 15:39:33,2647626.892,1166038.54,1539.3,17,6,3.5,0,100.00% DiffGPS
112,p3-be-gr-57,2023.07.19 17:37:00,2023.07.19 17:37:32,2647243.169,1164320.333,1164.04,18,5,1.8,0,100.00% FloatRTK
113,1,2023.07.19 17:46:58,2023.07.19 17:47:03,2647246.657,1164317.958,1165.26,19,12,2,0,100.00% FloatRTK
114,2,2023.07.19 17:47:18,2023.07.19 17:47:21,2647242.149,1164316.599,1163.88,19,10,2.1,0,100.00% FloatRTK
115,3,2023.07.19 17:47:34,2023.07.19 17:47:37,2647240.569,1164321.226,1164.12,19,10,2.4,0,100.00% FloatRTK
116,4,2023.07.19 17:48:05,2023.07.19 17:48:12,2647245.168,1164322.741,1165.31,19,11,2.3,0,100.00% FloatRTK
117,p3-be-gr-57-true,2023.07.19 17:48:47,2023.07.19 17:49:36,2647243.588,1164319.616,1164.77,19,13,1.7,0,100.00% FloatRTK
119,mp4-be-be-8,2023.07.20 10:13:58,2023.07.20 10:14:23,2629404.925,1172261.255,1290.26,19,9,3.1,0,100.00% FloatRTK
120,mp4-be-be-7,2023.07.20 11:26:59,2023.07.20 11:27:12,2628840.357,1170726.666,877.06,18,10,3,0,100.00% DiffGPS
