ID,Punkt_ID_G4B,Erzeugen,Ändern,X-Koordinate,Y-Koordinate,Hoehe_Elips,available_Satelliten,Used_Satelliten,PDOP,Anz__Mitteln,Korrtyp
106,mp1-gr-lu-1-0,18.07.23 15:12,18.07.23 15:12,2675641.423,1212135.063,553.517,17,9,2.9,0,100.00% FloatRTK
108,mp1-gr-lu-1-1,18.07.23 15:13,18.07.23 15:14,2675639.665,1212132.52,553.642,17,9,2.9,0,100.00% FloatRTK
109,mp1-gr-lu-1-2,18.07.23 15:14,18.07.23 15:14,2675638.875,1212136.899,553.115,17,8,3.01,0,100.00% FloatRTK
110,mp1-gr-lu-1-3,18.07.23 15:14,18.07.23 15:14,2675643.163,1212138.145,555.342,17,8,3.25,0,100.00% FloatRTK
111,mp1-gr-lu-1-4,18.07.23 15:14,18.07.23 15:14,2675644.224,1212133.178,555.736,17,9,2.9,0,100.00% FloatRTK
